id|data_inversa|dia_semana|horario|uf|br|municipio|causa_acidente|tipo_acidente|classificacao_acidente|fase_dia|condicao_metereologica|pessoas|mortos|feridos_leves|feridos_graves
272467|2020-02-29|sábado|20:42:00|PR|369.0|UBIRATA|Ingestão de Álcool|Colisão frontal|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
272469|2020-02-29|sábado|20:45:00|SP|116.0|ITAPECERICA DA SERRA|Restrição de Visibilidade|Danos eventuais|Sem Vítimas|Plena Noite|Chuva|2|0|0|0
272470|2020-02-29|sábado|17:58:00|RS|392.0|PELOTAS|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|1
272471|2020-02-29|sábado|22:10:00|SP|381.0|SAO PAULO|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
272472|2020-02-29|sábado|22:40:00|GO|153.0|ANAPOLIS|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|1|0|0|1
272473|2020-02-29|sábado|19:30:00|SC|101.0|IMBITUBA|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
272474|2020-02-29|sábado|20:25:00|PI|316.0|TERESINA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Fatais|Plena Noite|Garoa/Chuvisco|3|1|0|0
272476|2020-02-29|sábado|21:25:00|MG|40.0|CARANDAI|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
272477|2020-02-29|sábado|22:30:00|PB|101.0|JOAO PESSOA|Velocidade Incompatível|Colisão com objeto estático|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
272478|2020-02-29|sábado|23:00:00|SP|116.0|GUARATINGUETA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Plena Noite|Chuva|3|0|0|2
272479|2020-02-29|sábado|22:20:00|DF|70.0|BRASILIA|Não guardar distância de segurança|Colisão com objeto estático|Sem Vítimas|Plena Noite|Nublado|1|0|0|0
272480|2020-02-29|sábado|22:15:00|RJ|101.0|CAMPOS DOS GOYTACAZES|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
272481|2020-02-29|sábado|22:30:00|PR|116.0|SAO JOSE DOS PINHAIS|Ingestão de álcool e/ou substâncias psicoativas pelo pedestre|Colisão frontal|Com Vítimas Fatais|Plena Noite|Céu Claro|3|1|0|0
272483|2020-02-29|sábado|23:40:00|PR|376.0|CURITIBA|Velocidade Incompatível|Colisão traseira|Sem Vítimas|Plena Noite|Nublado|2|0|0|0
272484|2020-02-29|sábado|23:30:00|MG|116.0|LEOPOLDINA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|1|0|1|0
272485|2020-02-29|sábado|19:55:00|SC|280.0|GUARAMIRIM|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Plena Noite|Céu Claro|4|0|0|4
272486|2020-02-29|sábado|15:10:00|RJ|116.0|BARRA MANSA|Pista Escorregadia|Tombamento|Com Vítimas Feridas|Pleno dia|Chuva|3|0|2|0
272487|2020-02-29|sábado|21:00:00|MA|222.0|ACAILANDIA|Pista Escorregadia|Tombamento|Com Vítimas Feridas|Plena Noite|Garoa/Chuvisco|1|0|1|0
272488|2020-02-29|sábado|23:50:00|AL|101.0|SAO SEBASTIAO|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
272489|2020-02-29|sábado|22:50:00|PB|230.0|MARIZOPOLIS|Ingestão de Álcool|Atropelamento de Pedestre|Com Vítimas Fatais|Plena Noite|Nublado|2|1|0|0
272490|2020-02-29|sábado|22:10:00|PR|277.0|MORRETES|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|2|0
272491|2020-02-29|sábado|21:00:00|BA|407.0|JUAZEIRO|Defeito Mecânico no Veículo|Capotamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
272492|2020-02-29|sábado|23:35:00|PE|428.0|PETROLINA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
272493|2020-03-01|domingo|00:00:00|GO|60.0|RIO VERDE|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Feridas|Plena Noite|Nublado|3|0|3|0
272494|2020-02-29|sábado|18:30:00|PR|158.0|MARQUINHO|Defeito Mecânico no Veículo|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|0|1
272495|2020-02-29|sábado|23:05:00|RN|304.0|MACAIBA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|2|0|1|0
272496|2020-03-01|domingo|00:00:00|PI|316.0|PICOS|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|0|1
272497|2020-03-01|domingo|00:30:00|RJ|101.0|RIO BONITO|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Fatais|Plena Noite|Chuva|2|1|0|0
272498|2020-03-01|domingo|01:00:00|SP|116.0|TABOAO DA SERRA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|5|0|5|0
272499|2020-02-29|sábado|14:58:00|MG|116.0|CATUJI|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|2
272500|2020-02-29|sábado|17:15:00|MG|116.0|CATUJI|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
272501|2020-03-01|domingo|01:00:00|MG|40.0|JUIZ DE FORA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Chuva|3|0|1|0
272502|2020-03-01|domingo|00:10:00|PE|232.0|FLORES|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|4|0|1|0
272503|2020-02-29|sábado|22:15:00|SP|381.0|ATIBAIA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Fatais|Plena Noite|Céu Claro|3|1|0|0
272504|2020-02-29|sábado|22:40:00|RJ|101.0|RIO DE JANEIRO|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Chuva|2|0|0|1
272505|2020-03-01|domingo|02:00:00|PR|116.0|CURITIBA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|0
272506|2020-03-01|domingo|02:30:00|SC|116.0|PONTE ALTA|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
272507|2020-03-01|domingo|03:00:00|SC|101.0|ARAQUARI|Condutor Dormindo|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|3|0|2|0
272508|2020-03-01|domingo|03:20:00|RS|116.0|SAPUCAIA DO SUL|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Plena Noite|Céu Claro|1|0|1|0
272509|2020-03-01|domingo|02:00:00|MG|40.0|RIBEIRAO DAS NEVES|Desobediência às normas de trânsito pelo condutor|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|5|0|2|0
272511|2020-03-01|domingo|04:00:00|PR|277.0|MATELANDIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Plena Noite|Céu Claro|2|0|1|1
272512|2020-03-01|domingo|04:00:00|RS|290.0|ELDORADO DO SUL|Condutor Dormindo|Saída de leito carroçável|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
272513|2020-03-01|domingo|05:15:00|PE|428.0|PETROLINA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Amanhecer|Céu Claro|2|0|1|0
272514|2020-03-01|domingo|05:15:00|DF|60.0|BRASILIA|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
272515|2020-03-01|domingo|05:20:00|PE|232.0|CARUARU|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Fatais|Pleno dia|Nublado|1|1|0|0
272518|2020-02-29|sábado|16:30:00|BA|135.0|SAO DESIDERIO|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Sem Vítimas|Pleno dia|Garoa/Chuvisco|3|0|0|0
272519|2020-03-01|domingo|04:30:00|MG|40.0|CONGONHAS|Falta de Atenção à Condução|Colisão com objeto estático|Com Vítimas Feridas|Plena Noite|Nublado|1|0|1|0
272522|2020-03-01|domingo|05:39:00|RJ|101.0|SAO GONCALO|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Amanhecer|Chuva|2|0|1|0
272523|2020-03-01|domingo|05:00:00|PR|272.0|CAMPO MOURAO|Condutor Dormindo|Saída de leito carroçável|Com Vítimas Feridas|Amanhecer|Céu Claro|3|0|3|0
272524|2020-03-01|domingo|06:20:00|PE|101.0|RECIFE|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
272525|2020-03-01|domingo|06:30:00|PE|101.0|IGARASSU|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
272526|2020-03-01|domingo|04:10:00|MA|222.0|ACAILANDIA|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Plena Noite|Nublado|3|0|1|0
272527|2020-03-01|domingo|07:00:00|RJ|40.0|PETROPOLIS|Avarias e/ou desgaste excessivo no pneu|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
272528|2020-03-01|domingo|06:35:00|SC|101.0|SAO JOSE|Ingestão de Álcool|Colisão com objeto estático|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
272529|2020-03-01|domingo|07:10:00|MG|381.0|SAO JOAQUIM DE BICAS|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272530|2020-02-21|sexta-feira|18:00:00|RO|364.0|OURO PRETO DO OESTE|Ingestão de Álcool|Colisão frontal|Sem Vítimas|Anoitecer|Garoa/Chuvisco|2|0|0|0
272531|2020-03-01|domingo|02:00:00|SE|101.0|ESTANCIA|Não guardar distância de segurança|Queda de ocupante de veículo|Com Vítimas Feridas|Plena Noite|Ignorado|2|0|1|0
272532|2020-03-01|domingo|07:45:00|ES|101.0|LINHARES|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272533|2020-03-01|domingo|06:00:00|MT|70.0|CACERES|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Amanhecer|Céu Claro|2|0|0|0
272534|2020-03-01|domingo|03:15:00|PR|163.0|MARECHAL CANDIDO RONDON|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Plena Noite|Céu Claro|2|0|0|0
272536|2020-03-01|domingo|05:50:00|MS|262.0|CAMPO GRANDE|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Fatais|Amanhecer|Céu Claro|1|1|0|0
272537|2020-03-01|domingo|06:10:00|MG|116.0|GOVERNADOR VALADARES|Velocidade Incompatível|Colisão com objeto estático|Sem Vítimas|Pleno dia|Nublado|1|0|0|0
272538|2020-02-10|segunda-feira|13:50:00|SC|101.0|JOINVILLE|Falta de Atenção à Condução|Capotamento|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
272540|2020-03-01|domingo|08:15:00|RS|386.0|TRIUNFO|Falta de Atenção à Condução|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
272541|2020-03-01|domingo|07:30:00|MG|365.0|UBERLANDIA|Ingestão de Álcool|Colisão lateral|Sem Vítimas|Pleno dia|Nublado|2|0|0|0
272543|2020-03-01|domingo|07:00:00|RJ|40.0|DUQUE DE CAXIAS|Avarias e/ou desgaste excessivo no pneu|Colisão traseira|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|3|0|1|0
272544|2020-03-01|domingo|07:30:00|RJ|40.0|DUQUE DE CAXIAS|Pista Escorregadia|Colisão traseira|Sem Vítimas|Pleno dia|Garoa/Chuvisco|2|0|0|0
272545|2020-03-01|domingo|07:50:00|CE|222.0|CAUCAIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|0
272547|2020-03-01|domingo|08:07:00|PR|116.0|FAZENDA RIO GRANDE|Pista Escorregadia|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Sol|1|0|1|0
272548|2020-03-01|domingo|08:30:00|RJ|101.0|SAO GONCALO|Pista Escorregadia|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
272549|2020-03-01|domingo|09:05:00|PE|101.0|PAULISTA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Fatais|Pleno dia|Nublado|2|1|0|0
272550|2020-03-01|domingo|08:40:00|TO|153.0|ARAGUAINA|Ingestão de Álcool|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Sol|1|0|1|0
272551|2020-03-01|domingo|06:40:00|GO|60.0|RIO VERDE|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Amanhecer|Sol|1|0|0|0
272552|2020-03-01|domingo|08:20:00|PR|476.0|LAPA|Velocidade Incompatível|Colisão lateral|Com Vítimas Fatais|Pleno dia|Céu Claro|2|1|0|0
272553|2020-03-01|domingo|08:20:00|RS|293.0|CERRITO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Sol|4|0|2|0
272555|2020-03-01|domingo|07:30:00|MA|135.0|SAO LUIS|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|1|0|1|0
272556|2020-03-01|domingo|10:00:00|CE|116.0|BREJO SANTO|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
272557|2020-03-01|domingo|09:15:00|PR|376.0|TIJUCAS DO SUL|Velocidade Incompatível|Capotamento|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
272558|2020-03-01|domingo|09:10:00|MS|60.0|CAMPO GRANDE|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|0|1
272559|2020-03-01|domingo|10:00:00|RS|116.0|NOVO HAMBURGO|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|3|0|2|0
272560|2020-03-01|domingo|10:20:00|SC|470.0|BLUMENAU|Ultrapassagem Indevida|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272561|2020-03-01|domingo|09:25:00|SC|101.0|ARAQUARI|Ingestão de Álcool|Colisão transversal|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
272562|2020-03-01|domingo|09:05:00|CE|304.0|ARACATI|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
272563|2020-03-01|domingo|09:50:00|RO|319.0|PORTO VELHO|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
272564|2020-03-01|domingo|10:15:00|SP|488.0|APARECIDA|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|3|0|3|0
272565|2020-03-01|domingo|10:15:00|PR|476.0|SAO MATEUS DO SUL|Defeito Mecânico no Veículo|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|3|0
272566|2020-03-01|domingo|09:00:00|RJ|40.0|PETROPOLIS|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|3|0|3|0
272567|2020-03-01|domingo|11:00:00|PR|376.0|SAO JOSE DOS PINHAIS|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Fatais|Pleno dia|Céu Claro|4|1|0|1
272568|2020-03-01|domingo|12:15:00|SE|101.0|CAPELA|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|1
272570|2020-03-01|domingo|12:30:00|PE|101.0|ABREU E LIMA|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
272571|2020-03-01|domingo|12:45:00|RS|116.0|PELOTAS|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272572|2020-03-01|domingo|12:45:00|PB|101.0|BAYEUX|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Nublado|1|0|0|1
272573|2020-03-01|domingo|11:45:00|RN|304.0|MACAIBA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
272574|2020-03-01|domingo|12:00:00|SC|470.0|BLUMENAU|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|1
272575|2020-03-01|domingo|12:20:00|RJ|393.0|SAPUCAIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
272576|2020-03-01|domingo|09:40:00|RJ|393.0|SAPUCAIA|Avarias e/ou desgaste excessivo no pneu|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
272577|2020-03-01|domingo|12:30:00|SC|101.0|PALHOCA|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
272578|2020-03-01|domingo|08:50:00|SC|153.0|IRANI|Velocidade Incompatível|Tombamento|Sem Vítimas|Amanhecer|Céu Claro|1|0|0|0
272579|2020-03-01|domingo|13:00:00|RJ|101.0|CAMPOS DOS GOYTACAZES|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|8|0|1|0
272580|2020-03-01|domingo|13:15:00|MG|40.0|SETE LAGOAS|Defeito Mecânico no Veículo|Colisão traseira|Com Vítimas Feridas|Pleno dia|Chuva|5|0|3|0
272581|2020-02-27|quinta-feira|04:50:00|SC|282.0|AGUAS MORNAS|Ultrapassagem Indevida|Tombamento|Sem Vítimas|Plena Noite|Céu Claro|1|0|0|0
272583|2020-03-01|domingo|13:30:00|SP|153.0|GUAIMBE|Falta de Atenção à Condução|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|1
272584|2020-03-01|domingo|12:00:00|MT|364.0|JUSCIMEIRA|Defeito na Via|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|5|0|5|0
272585|2020-03-01|domingo|13:00:00|PB|230.0|SANTA RITA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|1
272587|2020-03-01|domingo|12:00:00|SC|470.0|LAURENTINO|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Sol|4|0|3|0
272588|2020-03-01|domingo|14:00:00|GO|60.0|ABADIANIA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
272589|2020-03-01|domingo|08:10:00|MG|116.0|ITAOBIM|Agressão Externa|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|2|0
272590|2020-03-01|domingo|13:20:00|MG|262.0|JUATUBA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
272591|2020-03-01|domingo|14:00:00|PA|230.0|MARABA|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|3|0|2|0
272592|2020-03-01|domingo|07:10:00|TO|153.0|GURUPI|Defeito na Via|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272593|2020-03-01|domingo|14:00:00|GO|40.0|CRISTALINA|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|2|0|2|0
272594|2020-03-01|domingo|14:30:00|ES|101.0|SERRA|Falta de Atenção à Condução|Colisão lateral|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|0
272595|2020-03-01|domingo|14:30:00|GO|153.0|ANAPOLIS|Defeito na Via|Colisão frontal|Com Vítimas Fatais|Pleno dia|Chuva|4|1|1|2
272596|2020-03-01|domingo|10:10:00|MG|381.0|BRUMADINHO|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Fatais|Pleno dia|Nublado|5|2|3|0
272597|2020-03-01|domingo|14:10:00|SC|101.0|ICARA|Falta de Atenção à Condução|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
272598|2020-03-01|domingo|12:30:00|AL|104.0|MURICI|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272599|2020-03-01|domingo|15:00:00|SC|101.0|CAMBORIU|Defeito Mecânico no Veículo|Tombamento|Com Vítimas Feridas|Pleno dia|Sol|2|0|2|0
272600|2020-03-01|domingo|14:00:00|SC|101.0|PAULO LOPES|Falta de Atenção à Condução|Saída de leito carroçável|Sem Vítimas|Pleno dia|Céu Claro|1|0|0|0
272601|2020-03-01|domingo|15:00:00|MG|40.0|CONTAGEM|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|3|0|0|1
272602|2020-03-01|domingo|13:40:00|MA|10.0|ESTREITO|Ingestão de Álcool|Colisão frontal|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|0|1
272603|2020-03-01|domingo|14:55:00|RJ|116.0|QUEIMADOS|Pista Escorregadia|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|2|0|1|0
272604|2020-03-01|domingo|13:35:00|SC|101.0|ARAQUARI|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|4|0|1|0
272606|2020-03-01|domingo|15:15:00|CE|116.0|FORTALEZA|Falta de Atenção do Pedestre|Atropelamento de Pedestre|Com Vítimas Fatais|Pleno dia|Céu Claro|2|1|0|0
272607|2020-03-01|domingo|14:50:00|MS|262.0|CAMPO GRANDE|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272608|2020-03-01|domingo|15:40:00|PR|376.0|TIBAGI|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|1
272609|2020-03-01|domingo|14:15:00|BA|101.0|CARAVELAS|Defeito Mecânico no Veículo|Incêndio|Sem Vítimas|Pleno dia|Sol|2|0|0|0
272610|2020-03-01|domingo|13:30:00|MA|10.0|IMPERATRIZ|Desobediência às normas de trânsito pelo condutor|Colisão lateral|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|2|0
272611|2020-02-26|quarta-feira|11:30:00|RJ|101.0|RIO DE JANEIRO|Defeito Mecânico no Veículo|Queda de ocupante de veículo|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272612|2020-03-01|domingo|16:00:00|SC|101.0|BARRA VELHA|Falta de Atenção à Condução|Colisão traseira|Sem Vítimas|Pleno dia|Céu Claro|2|0|0|0
272613|2020-03-01|domingo|15:15:00|PB|101.0|SANTA RITA|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
272614|2020-03-01|domingo|15:00:00|DF|251.0|BRASILIA|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Nublado|1|0|1|0
272615|2020-03-01|domingo|15:45:00|PR|116.0|CAMPINA GRANDE DO SUL|Velocidade Incompatível|Tombamento|Com Vítimas Feridas|Pleno dia|Chuva|1|0|1|0
272616|2020-03-01|domingo|13:42:00|GO|60.0|ALEXANIA|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Chuva|1|0|0|1
272617|2020-03-01|domingo|11:20:00|BA|101.0|ITAPEBI|Velocidade Incompatível|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Sol|1|0|0|1
272618|2020-03-01|domingo|13:30:00|BA|110.0|ALAGOINHAS|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272619|2020-03-01|domingo|15:30:00|BA|116.0|SERRINHA|Desobediência às normas de trânsito pelo condutor|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|0|1
272621|2020-03-01|domingo|14:29:00|RS|470.0|GARIBALDI|Falta de Atenção à Condução|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272622|2020-03-01|domingo|16:20:00|SE|101.0|CEDRO DE SAO JOAO|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|7|0|3|0
272623|2020-03-01|domingo|15:55:00|SC|101.0|LAGUNA|Defeito Mecânico no Veículo|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|3|0|1|0
272624|2020-03-01|domingo|17:20:00|PR|476.0|CURITIBA|Defeito Mecânico no Veículo|Colisão transversal|Com Vítimas Feridas|Pleno dia|Nublado|3|0|1|0
272625|2020-03-01|domingo|16:40:00|RS|290.0|SANTO ANTONIO DA PATRULHA|Falta de Atenção à Condução|Tombamento|Com Vítimas Feridas|Pleno dia|Céu Claro|1|0|1|0
272627|2020-03-01|domingo|16:10:00|PR|376.0|CALIFORNIA|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Céu Claro|10|0|1|0
272628|2020-03-01|domingo|16:40:00|SP|116.0|GUARULHOS|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|2|0|1|0
272629|2020-03-01|domingo|16:30:00|MG|40.0|SANTOS DUMONT|Pista Escorregadia|Colisão frontal|Com Vítimas Fatais|Plena Noite|Chuva|2|1|0|0
272630|2020-03-01|domingo|17:00:00|RJ|116.0|MAGE|Avarias e/ou desgaste excessivo no pneu|Saída de leito carroçável|Com Vítimas Feridas|Pleno dia|Garoa/Chuvisco|3|0|1|0
272631|2020-03-01|domingo|16:50:00|PI|343.0|TERESINA|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Pleno dia|Céu Claro|2|0|1|0
272632|2020-03-01|domingo|16:30:00|TO|153.0|NOVA OLINDA|Desobediência às normas de trânsito pelo condutor|Colisão frontal|Com Vítimas Fatais|Pleno dia|Nublado|3|1|0|2
272634|2020-03-01|domingo|15:30:00|CE|116.0|CHOROZINHO|Não guardar distância de segurança|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|4|0|2|0
272635|2020-03-01|domingo|17:20:00|PR|277.0|PARANAGUA|Ingestão de Álcool|Colisão traseira|Com Vítimas Feridas|Pleno dia|Nublado|6|0|2|0
272636|2020-03-01|domingo|16:30:00|PR|116.0|ANTONINA|Velocidade Incompatível|Colisão com objeto estático|Com Vítimas Feridas|Pleno dia|Chuva|2|0|2|0
272637|2020-03-01|domingo|17:30:00|SC|101.0|BALNEARIO CAMBORIU|Falta de Atenção à Condução|Colisão traseira|Com Vítimas Feridas|Pleno dia|Sol|2|0|1|0
272638|2020-03-01|domingo|17:31:00|ES|101.0|LINHARES|Desobediência às normas de trânsito pelo condutor|Colisão transversal|Com Vítimas Feridas|Anoitecer|Nublado|2|0|1|0
